,HYG,SPY,TLT,^VIX,IG_Spread
2022-11-28,61.26354217529297,378.8349304199219,90.96764373779297,22.209999084472656,4.63
2022-11-29,61.52767562866211,378.1842346191406,89.90094757080078,21.889999389648438,4.63
2022-11-30,62.452171325683594,390.09735107421875,90.56210327148438,20.579999923706055,4.55
2022-12-01,62.68343734741211,389.810302734375,93.45521545410156,19.84000015258789,4.48
2022-12-02,62.63369369506836,389.3605041503906,94.63047790527344,19.059999465942383,4.5
2022-12-05,62.036861419677734,382.35626220703125,93.30496978759766,20.75,4.43
2022-12-06,61.81304931640625,376.84466552734375,94.50675964355469,22.170000076293945,4.57
2022-12-07,62.15292739868164,376.20361328125,96.7335433959961,22.68000030517578,4.68
2022-12-08,62.20262908935547,379.15069580078125,96.46844482421875,22.290000915527344,4.55
2022-12-09,62.20262908935547,376.3183288574219,93.9588851928711,22.829999923706055,4.46
2022-12-12,62.443023681640625,381.7438659667969,94.25933074951172,25.0,4.4
2022-12-13,63.08960723876953,384.6335754394531,95.16949462890625,22.549999237060547,4.34
2022-12-14,62.73317337036133,382.1744384765625,95.57598114013672,21.139999389648438,4.37
2022-12-15,62.49651336669922,372.8257751464844,95.94889831542969,22.829999923706055,4.54
2022-12-16,62.16318893432617,368.4241638183594,94.87711334228516,22.6200008392334,4.67
2022-12-19,61.8465461730957,365.300048828125,93.28263854980469,22.420000076293945,4.67
2022-12-20,61.68822479248047,365.7999572753906,91.62621307373047,21.479999542236328,4.68
2022-12-21,62.21321105957031,371.2695617675781,91.8565444946289,20.06999969482422,4.56
2022-12-22,61.82986831665039,365.97296142578125,91.83882141113281,21.969999313354492,4.61
2022-12-23,61.98820877075195,368.0780944824219,90.49240112304688,20.8700008392334,4.59
2022-12-26,,,,,
2022-12-27,61.34659957885742,366.6266174316406,88.70310974121094,21.649999618530273,4.55
2022-12-28,60.5216064453125,362.0702209472656,88.18050384521484,22.139999389648438,4.77
2022-12-29,61.30491256713867,368.58758544921875,89.18144226074219,21.440000534057617,4.81
2022-12-30,61.35490798950195,367.61669921875,88.18936157226562,21.670000076293945,4.79
2022-12-31,,,,,4.81
2023-01-02,,,,,
2023-01-03,61.47156524658203,366.069091796875,89.8723373413086,22.899999618530273,4.7
2023-01-04,62.17983627319336,368.8951721191406,91.10358428955078,22.010000228881836,4.62
2023-01-05,62.05488586425781,364.6848449707031,91.48451232910156,22.459999084472656,4.58
2023-01-06,62.93815612792969,373.0478820800781,93.16748046875,21.1299991607666,4.47
2023-01-09,63.16313934326172,372.83636474609375,93.66353607177734,21.969999313354492,4.37
2023-01-10,63.088134765625,375.4510498046875,92.1134033203125,20.579999923706055,4.33
2023-01-11,63.50481033325195,380.19964599609375,93.61041259765625,21.09000015258789,4.3
2023-01-12,63.86309051513672,381.5838623046875,95.4528579711914,18.829999923706055,4.29
2023-01-13,63.86309051513672,383.064208984375,94.5582046508789,18.350000381469727,4.21
2023-01-16,,,,,4.19
2023-01-17,63.646446228027344,382.362548828125,93.94698333740234,19.360000610351562,4.19
2023-01-18,63.721435546875,376.32574462890625,96.2234878540039,20.34000015258789,4.25
2023-01-19,63.346458435058594,373.58612060546875,95.62113952636719,20.520000457763672,4.39
2023-01-20,63.471439361572266,380.5457763671875,94.0710220336914,19.850000381469727,4.35
2023-01-23,63.46311569213867,385.1117858886719,93.62811279296875,19.809999465942383,4.27
2023-01-24,63.50481033325195,384.69842529296875,94.9745101928711,19.200000762939453,4.33
2023-01-25,63.49644088745117,384.84259033203125,95.204833984375,19.079999923706055,4.35
2023-01-26,63.65478515625,389.0721740722656,94.7619400024414,18.729999542236328,4.24
2023-01-27,63.46311569213867,389.9660949707031,94.52278137207031,18.510000228881836,4.23
2023-01-30,63.1131477355957,385.0733337402344,94.17730712890625,19.940000534057617,4.26
2023-01-31,63.60477066040039,390.7351379394531,94.93023681640625,19.399999618530273,4.3
2023-02-01,64.27296447753906,394.88775634765625,96.07141876220703,17.8700008392334,4.31
2023-02-02,64.6413803100586,400.63616943359375,96.19572448730469,18.729999542236328,3.94
2023-02-03,63.963157653808594,396.3777770996094,94.75704956054688,18.329999923706055,3.95
2023-02-06,63.55287551879883,393.95538330078125,94.05548858642578,19.43000030517578,3.99
2023-02-07,63.77894973754883,399.1077575683594,93.30061340332031,18.65999984741211,3.99
2023-02-08,63.5109977722168,394.74365234375,93.74468994140625,19.6299991607666,4.07
2023-02-09,63.100711822509766,391.3215026855469,92.85659790039062,20.709999084472656,4.05
2023-02-10,62.615089416503906,392.2347106933594,91.81754302978516,20.530000686645508,4.24
2023-02-13,62.77415084838867,396.8392028808594,92.59020233154297,20.34000015258789,4.23
2023-02-14,62.790889739990234,396.65655517578125,92.37702941894531,18.90999984741211,4.15
2023-02-15,62.690433502197266,397.9446105957031,91.515625,18.229999542236328,4.18
2023-02-16,62.18802261352539,392.46539306640625,90.21900939941406,20.170000076293945,4.24
2023-02-17,62.430850982666016,391.4849548339844,90.92057800292969,20.020000457763672,4.38
2023-02-20,,,,,4.38
2023-02-21,61.46795654296875,383.6314392089844,89.1533432006836,22.8700008392334,4.49
2023-02-22,61.869834899902344,383.10272216796875,89.97038269042969,22.290000915527344,4.41
2023-02-23,62.4810791015625,385.1405334472656,90.84955596923828,21.139999389648438,4.3
2023-02-24,62.104286193847656,381.0263671875,89.6684341430664,21.670000076293945,4.28
2023-02-27,62.522953033447266,382.3240661621094,89.91708374023438,20.950000762939453,4.21
2023-02-28,62.40574645996094,380.9110107421875,90.32556915283203,20.700000762939453,4.22
2023-03-01,62.228824615478516,379.4499206542969,89.35523223876953,20.579999923706055,4.17
2023-03-02,62.30463790893555,382.4010009765625,88.5628662109375,19.59000015258789,4.18
2023-03-03,62.94486618041992,388.5338439941406,90.7083969116211,18.489999771118164,4.05
2023-03-06,62.94486618041992,388.8030090332031,90.00509643554688,18.610000610351562,3.97
2023-03-07,62.49840545654297,382.8431091308594,90.55707550048828,19.59000015258789,3.98
2023-03-08,62.20354080200195,383.4679870605469,90.64608764648438,19.110000610351562,4.09
2023-03-09,61.85817337036133,376.3930358886719,90.86865997314453,22.610000610351562,4.27
2023-03-10,61.866607666015625,370.9619140625,94.0023422241211,24.799999237060547,4.61
2023-03-13,61.52960968017578,370.4332580566406,94.21601867675781,26.520000457763672,5.03
2023-03-14,61.97610855102539,376.5565490722656,92.66697692871094,23.729999542236328,4.74
